OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
37030,GO-20249049267,THEFT UNDER,2024-09-14 05:00:00,2024,September,Saturday,14,258,13,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,11,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,RG,16.0,BLK,120.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3811978464282,43.6570208961247,-8836674.52277682,5412517.88486688
37031,GO-20249049424,THEFT UNDER - BICYCLE,2024-09-15 05:00:00,2024,September,Sunday,15,259,10,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,19,D23,"Open Areas (Lakes, Parks, Rivers)",Outside,SC,BOY MOUNTAIN BI,MT,,GRY,0.0,STOLEN,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5821063701517,43.7432591737937,-8859039.55736453,5425796.53277133
37033,GO-20249049266,THEFT UNDER - BICYCLE,2024-09-13 05:00:00,2024,September,Friday,13,257,5,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,11,D53,"Apartment (Rooming House, Condo)",Apartment,NO,STORM 1,MT,,RED,0.0,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3978033480858,43.7041635125914,-8838523.03880383,5419774.36213349
37034,GO-20249049459,THEFT UNDER - BICYCLE,2024-09-08 05:00:00,2024,September,Sunday,8,252,18,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,22,D14,Nursing Home,Other,OT,SIRRUS 2.0,RG,,,959.369995117188,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4014119328613,43.6407477802702,-8838924.74464851,5410014.35112697
37035,GO-20249049394,THEFT UNDER - BICYCLE,2024-09-16 05:00:00,2024,September,Monday,16,260,16,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,18,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,NORMAL CYCLE,RG,,BLK,1000.0,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3900015387029,43.6472299863336,-8837654.54539868,5411011.52332081
37036,GO-20249049437,THEFT UNDER - BICYCLE,2024-09-16 05:00:00,2024,September,Monday,16,260,19,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,20,D51,Pharmacy,Other,OT,,SC,,BLK,900.0,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3577565622707,43.6570897961935,-8834065.0509784,5412528.48621352
37037,GO-20249049266,THEFT UNDER - BICYCLE,2024-09-13 05:00:00,2024,September,Friday,13,257,5,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,11,D53,"Apartment (Rooming House, Condo)",Apartment,NO,STORM 1,MT,,RED,0.0,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3978033480858,43.7041635125914,-8838523.03880383,5419774.36213349
37038,GO-20249049462,THEFT UNDER - BICYCLE,2024-09-14 05:00:00,2024,September,Saturday,14,258,10,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,23,D52,Schools During Un-Supervised Activity,Educational,GI,GIANT FCR 4,TO,24.0,LGR,0.0,STOLEN,079,University (79),079,University (79),-79.3989709401601,43.6654293069678,-8838653.01455072,5413811.74075613
37039,GO-20249049430,THEFT UNDER - BICYCLE,2024-09-16 05:00:00,2024,September,Monday,16,260,19,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,20,D51,Pharmacy,Other,UK,TORONTO BIKE SH,RG,,BLK,0.0,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3700991535413,43.6561628952666,-8835439.02203491,5412385.86896232
37040,GO-20249049449,THEFT UNDER,2024-09-07 05:00:00,2024,September,Saturday,7,251,1,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,21,D53,"Apartment (Rooming House, Condo)",Apartment,NO,,MT,12.0,BLK,700.0,STOLEN,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),-79.4024038482783,43.6955055234144,-8839035.16412122,5418441.2443203
37041,GO-20242036456,THEFT OF EBIKE UNDER $5000,2024-09-15 05:00:00,2024,September,Sunday,15,259,12,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,11,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,APOLLO,AIR,SC,0.0,,,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3837284444395,43.6557204948242,-8836956.22765758,5412317.80003956
37042,GO-20249049429,THEFT UNDER - BICYCLE,2024-09-16 05:00:00,2024,September,Monday,16,260,5,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,19,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,FJ,FUJI 1.9,RG,,BLK,900.0,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4109032299982,43.651306694045,-8839981.31099752,5411638.7075175
37043,GO-20249049645,THEFT UNDER - BICYCLE,2024-09-11 05:00:00,2024,September,Wednesday,11,255,8,9/17/2024 5:00:00 AM,2024,September,Tuesday,17,261,16,D32,Pharmacy,Other,SU,NITROUS,BM,21.0,BLK,0.0,STOLEN,153,Avondale (153),051,Willowdale East (51),-79.4105688066926,43.7601104879473,-8839944.08319945,5428393.46813858
37044,GO-20249049717,THEFT UNDER,2024-09-12 05:00:00,2024,September,Thursday,12,256,12,9/17/2024 5:00:00 AM,2024,September,Tuesday,17,261,21,D55,Ttc Subway Station,Transit,UK,KQI3 PRO,SC,20.0,BLK,800.0,STOLEN,066,Danforth (66),066,Danforth (66),-79.3239564331137,43.6841623131323,-8830302.43782938,5416694.95982201
37045,GO-20249049667,THEFT UNDER - BICYCLE,2024-09-17 05:00:00,2024,September,Tuesday,17,261,12,9/17/2024 5:00:00 AM,2024,September,Tuesday,17,261,16,D32,Schools During Supervised Activity,Educational,UK,,MT,,BLK,200.0,STOLEN,037,Willowdale West (37),037,Willowdale West (37),-79.427171852071,43.7694726986761,-8841792.32571447,5429836.58308109
37046,GO-20249049507,THEFT UNDER,2024-09-16 05:00:00,2024,September,Monday,16,260,22,9/17/2024 5:00:00 AM,2024,September,Tuesday,17,261,10,D51,"Apartment (Rooming House, Condo)",Apartment,OT,EDR AF 105,RC,22.0,BLK,300.0,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3746654542882,43.6670941062091,-8835947.34022572,5414067.93550085
37047,GO-20249049696,THEFT UNDER,2024-09-17 05:00:00,2024,September,Tuesday,17,261,11,9/17/2024 5:00:00 AM,2024,September,Tuesday,17,261,18,D33,Schools During Un-Supervised Activity,Educational,UK,MAX G2,SC,35.0,BLK,1000.0,STOLEN,048,Hillcrest Village (48),048,Hillcrest Village (48),-79.3504293515346,43.7936257569354,-8833249.38969226,5433560.64012805
37048,GO-20242045264,THEFT UNDER - BICYCLE,2024-09-17 05:00:00,2024,September,Tuesday,17,261,19,9/17/2024 5:00:00 AM,2024,September,Tuesday,17,261,22,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UNKNOWN MAKE,,MT,3.0,BLK,300.0,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3837790468618,43.6630379021417,-8836961.86075778,5413443.74155926
37049,GO-20249049603,THEFT UNDER - BICYCLE,2024-09-17 05:00:00,2024,September,Tuesday,17,261,11,9/17/2024 5:00:00 AM,2024,September,Tuesday,17,261,14,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,,RG,8.0,BLU,849.0,STOLEN,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.447739117419,43.6572940119637,-8844081.86318128,5412559.90812254
37050,GO-20249049929,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,19,9/18/2024 5:00:00 AM,2024,September,Wednesday,18,262,19,D53,Nursing Home,Other,GT,AVALANCHE,MT,27.0,BLK,700.0,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3978033480858,43.7041635125914,-8838523.03880383,5419774.36213349
37052,GO-20249049875,THEFT OF EBIKE UNDER $5000,2024-09-17 05:00:00,2024,September,Tuesday,17,261,16,9/18/2024 5:00:00 AM,2024,September,Wednesday,18,262,19,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,NINEBOT ES2,SC,25.0,SIL,600.0,STOLEN,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3043878644161,43.728905547643,-8828124.07469274,5423585.08949041
37053,GO-20249049831,THEFT UNDER,2024-09-12 05:00:00,2024,September,Thursday,12,256,14,9/18/2024 5:00:00 AM,2024,September,Wednesday,18,262,14,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,RC100,RC,7.0,GRY,500.0,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4108144297272,43.6392686805883,-8839971.42582674,5409786.83310746
37054,GO-20249049814,THEFT UNDER - BICYCLE,2024-09-09 05:00:00,2024,September,Monday,9,253,23,9/18/2024 5:00:00 AM,2024,September,Wednesday,18,262,14,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,TREK FX 2 DISC,RG,,BLK,1000.0,STOLEN,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4415666195613,43.6585899115494,-8843394.74395831,5412759.3056259
37055,GO-20249049918,THEFT UNDER,2024-09-16 05:00:00,2024,September,Monday,16,260,17,9/18/2024 5:00:00 AM,2024,September,Wednesday,18,262,18,D22,Convenience Stores,Commercial,OT,MAX G30LP,SC,30.0,GRY,599.989990234375,STOLEN,019,Long Branch (19),019,Long Branch (19),-79.5340026245982,43.5943794739216,-8853684.67296588,5402884.54623615
37056,GO-20249049896,THEFT UNDER - BICYCLE,2024-09-18 05:00:00,2024,September,Wednesday,18,262,9,9/18/2024 5:00:00 AM,2024,September,Wednesday,18,262,17,D51,Pharmacy,Other,OT,,MT,21.0,PLE,500.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3742757498698,43.6535016926053,-8835903.95857488,5411976.41641519
